timestamp,temperature,pressure,vibration,humidity,equipment
2025-01-01 00:01:12,67.20,33.60,1.360,64.40,VacuumSystem
2025-01-01 00:01:13,67.30,33.65,1.365,64.60,VacuumSystem
2025-01-01 00:01:14,67.40,33.70,1.370,64.80,VacuumSystem
2025-01-01 00:01:15,67.50,33.75,1.375,65.00,VacuumSystem
2025-01-01 00:01:16,67.60,33.80,1.380,65.20,VacuumSystem
2025-01-01 00:01:17,67.70,33.85,1.385,65.40,VacuumSystem
2025-01-01 00:01:18,67.80,33.90,1.390,65.60,VacuumSystem
2025-01-01 00:01:19,67.90,33.95,1.395,65.80,VacuumSystem
2025-01-01 00:01:20,68.00,34.00,1.400,66.00,VacuumSystem
2025-01-01 00:01:21,68.10,34.05,1.405,66.20,VacuumSystem
2025-01-01 00:01:22,68.20,34.10,1.410,66.40,VacuumSystem
2025-01-01 00:01:23,68.30,34.15,1.415,66.60,VacuumSystem
2025-01-01 00:01:24,68.40,34.20,1.420,66.80,VacuumSystem
2025-01-01 00:01:25,68.50,34.25,1.425,67.00,VacuumSystem
2025-01-01 00:01:26,68.60,34.30,1.430,67.20,VacuumSystem
2025-01-01 00:01:27,68.70,34.35,1.435,67.40,VacuumSystem
2025-01-01 00:01:28,68.80,34.40,1.440,67.60,VacuumSystem
2025-01-01 00:01:29,68.90,34.45,1.445,67.80,VacuumSystem
2025-01-01 00:01:30,69.00,34.50,1.450,68.00,VacuumSystem
2025-01-01 00:01:31,69.10,34.55,1.455,68.20,VacuumSystem
2025-01-01 00:01:32,69.20,34.60,1.460,68.40,VacuumSystem
2025-01-01 00:01:33,69.30,34.65,1.465,68.60,VacuumSystem
2025-01-01 00:01:34,69.40,34.70,1.470,68.80,VacuumSystem
2025-01-01 00:01:35,69.50,34.75,1.475,69.00,VacuumSystem
2025-01-01 00:01:36,69.60,34.80,1.480,69.20,VacuumSystem
2025-01-01 00:01:37,69.70,34.85,1.485,69.40,VacuumSystem
2025-01-01 00:01:38,69.80,34.90,1.490,69.60,VacuumSystem
2025-01-01 00:01:39,69.90,34.95,1.495,69.80,VacuumSystem
2025-01-01 00:01:40,70.00,35.00,1.500,70.00,VacuumSystem
2025-01-01 00:01:41,70.10,35.05,1.505,70.20,VacuumSystem
2025-01-01 00:01:42,70.20,35.10,1.510,70.40,VacuumSystem
2025-01-01 00:01:43,70.30,35.15,1.515,70.60,VacuumSystem
2025-01-01 00:01:44,70.40,35.20,1.520,70.80,VacuumSystem
2025-01-01 00:01:45,70.50,35.25,1.525,71.00,VacuumSystem
2025-01-01 00:01:46,70.60,35.30,1.530,71.20,VacuumSystem
2025-01-01 00:01:47,70.70,35.35,1.535,71.40,VacuumSystem
2025-01-01 00:01:48,70.80,35.40,1.540,71.60,VacuumSystem
2025-01-01 00:01:49,70.90,35.45,1.545,71.80,VacuumSystem
2025-01-01 00:01:50,71.00,35.50,1.550,72.00,VacuumSystem
2025-01-01 00:01:51,71.10,35.55,1.555,72.20,VacuumSystem
2025-01-01 00:01:52,71.20,35.60,1.560,72.40,VacuumSystem
2025-01-01 00:01:53,71.30,35.65,1.565,72.60,VacuumSystem
2025-01-01 00:01:54,71.40,35.70,1.570,72.80,VacuumSystem
2025-01-01 00:01:55,71.50,35.75,1.575,73.00,VacuumSystem
2025-01-01 00:01:56,71.60,35.80,1.580,73.20,VacuumSystem
2025-01-01 00:01:57,71.70,35.85,1.585,73.40,VacuumSystem
2025-01-01 00:01:58,71.80,35.90,1.590,73.60,VacuumSystem
2025-01-01 00:01:59,71.90,35.95,1.595,73.80,VacuumSystem
2025-01-01 00:02:00,72.00,36.00,1.600,74.00,VacuumSystem
2025-01-01 00:02:01,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:02,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:03,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:04,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:05,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:06,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:07,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:08,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:09,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:10,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:11,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:12,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:13,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:14,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:15,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:16,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:17,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:18,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:19,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:20,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:21,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:22,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:23,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:24,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:25,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:26,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:27,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:28,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:29,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:30,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:31,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:32,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:33,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:34,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:35,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:36,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:37,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:38,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:39,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:40,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:41,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:42,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:43,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:44,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:45,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:46,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:47,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:48,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:49,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:50,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:51,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:52,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:53,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:54,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:55,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:56,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:57,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:58,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:02:59,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:00,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:01,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:02,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:03,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:04,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:05,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:06,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:07,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:08,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:09,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:10,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:11,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:12,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:13,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:14,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:15,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:16,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:17,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:18,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:19,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:20,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:21,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:22,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:23,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:24,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:25,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:26,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:27,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:28,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:29,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:30,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:31,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:32,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:33,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:34,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:35,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:36,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:37,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:38,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:39,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:40,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:41,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:42,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:43,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:44,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:45,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:46,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:47,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:48,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:49,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:50,144.00,72.00,3.200,148.00,VacuumSystem
2025-01-01 00:03:51,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:03:52,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:03:53,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:03:54,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:03:55,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:03:56,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:03:57,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:03:58,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:03:59,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:00,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:01,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:02,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:03,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:04,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:05,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:06,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:07,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:08,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:09,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:10,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:11,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:12,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:13,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:14,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:15,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:16,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:17,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:18,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:19,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:20,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:21,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:22,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:23,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:24,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:25,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:26,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:27,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:28,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:29,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:30,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:31,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:32,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:33,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:34,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:35,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:36,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:37,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:38,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:39,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:40,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:41,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:42,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:43,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:44,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:45,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:46,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:47,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:48,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:49,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:50,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:51,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:52,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:53,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:54,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:55,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:56,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:57,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:58,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:04:59,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:00,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:01,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:02,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:03,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:04,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:05,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:06,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:07,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:08,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:09,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:10,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:11,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:12,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:13,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:14,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:15,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:16,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:17,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:18,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:19,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:20,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:21,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:22,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:23,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:24,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:25,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:26,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:27,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:28,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:29,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:30,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:31,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:32,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:33,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:34,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:35,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:36,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:37,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:38,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:39,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:40,288.00,144.00,6.400,296.00,VacuumSystem
2025-01-01 00:05:41,576.00,288.00,12.800,592.00,VacuumSystem
2025-01-01 00:05:42,576.00,288.00,12.800,592.00,VacuumSystem
2025-01-01 00:05:43,576.00,288.00,12.800,592.00,VacuumSystem
2025-01-01 00:05:44,576.00,288.00,12.800,592.00,VacuumSystem
2025-01-01 00:05:45,576.00,288.00,12.800,592.00,VacuumSystem
2025-01-01 00:05:46,576.00,288.00,12.800,592.00,VacuumSystem
2025-01-01 00:05:47,576.00,288.00,12.800,592.00,VacuumSystem
2025-01-01 00:05:48,576.00,288.00,12.800,592.00,VacuumSystem
2025-01-01 00:05:49,576.00,288.00,12.800,592.00,VacuumSystem
2025-01-01 00:05:50,576.00,288.00,12.800,592.00,VacuumSystem
2025-01-01 00:05:51,576.00,288.00,12.800,592.00,VacuumSystem
2025-01-01 00:05:52,576.00,288.00,12.800,592.00,VacuumSystem
2025-01-01 00:05:53,576.00,288.00,12.800,592.00,VacuumSystem
2025-01-01 00:05:54,576.00,288.00,12.800,592.00,VacuumSystem
2025-01-01 00:05:55,576.00,288.00,12.800,592.00,VacuumSystem
2025-01-01 00:05:56,576.00,288.00,12.800,592.00,VacuumSystem
2025-01-01 00:05:57,576.00,288.00,12.800,592.00,VacuumSystem
2025-01-01 00:05:58,576.00,288.00,12.800,592.00,VacuumSystem
2025-01-01 00:05:59,576.00,288.00,12.800,592.00,VacuumSystem
2025-01-01 00:06:00,576.00,288.00,12.800,592.00,VacuumSystem
2025-01-01 00:06:01,576.00,288.00,12.800,592.00,VacuumSystem
2025-01-01 00:06:02,576.00,288.00,12.800,592.00,VacuumSystem
2025-01-01 00:06:03,576.00,288.00,12.800,592.00,VacuumSystem
2025-01-01 00:06:04,576.00,288.00,12.800,592.00,VacuumSystem
2025-01-01 00:06:05,576.00,288.00,12.800,592.00,VacuumSystem
2025-01-01 00:06:06,576.00,288.00,12.800,592.00,VacuumSystem
2025-01-01 00:06:07,576.00,288.00,12.800,592.00,VacuumSystem
2025-01-01 00:06:08,576.00,288.00,12.800,592.00,VacuumSystem
2025-01-01 00:06:09,576.00,288.00,12.800,592.00,VacuumSystem
2025-01-01 00:06:10,576.00,288.00,12.800,592.00,VacuumSystem
2025-01-01 00:06:11,576.00,288.00,12.800,592.00,VacuumSystem
2025-01-01 00:06:12,576.00,288.00,12.800,592.00,VacuumSystem
2025-01-01 00:06:13,576.00,288.00,12.800,592.00,VacuumSystem
2025-01-01 00:06:14,576.00,288.00,12.800,592.00,VacuumSystem
2025-01-01 00:06:15,576.00,288.00,12.800,592.00,VacuumSystem
2025-01-01 00:06:16,576.00,288.00,12.800,592.00,VacuumSystem
